sentence_id,volume,group_start,seg_idx,src_file,t_start,t_end,duration,media_file,source
23,1,1,66,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,271.244,273.330,2.086,transcript_media/en/ZS_F1_0023_en.mp3,F1-GMS-0001A 04:31.24-04:33.33
24,1,1,69,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,281.303,282.832,1.530,transcript_media/en/ZS_F1_0024_en.mp3,F1-GMS-0001A 04:41.30-04:42.83
25,1,1,72,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,290.683,292.492,1.809,transcript_media/en/ZS_F1_0025_en.mp3,F1-GMS-0001A 04:50.68-04:52.49
26,1,1,75,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,300.258,302.163,1.905,transcript_media/en/ZS_F1_0026_en.mp3,F1-GMS-0001A 05:00.26-05:02.16
27,1,1,78,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,309.730,311.187,1.457,transcript_media/en/ZS_F1_0027_en.mp3,F1-GMS-0001A 05:09.73-05:11.19
28,1,1,81,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,319.723,321.477,1.754,transcript_media/en/ZS_F1_0028_en.mp3,F1-GMS-0001A 05:19.72-05:21.48
29,1,1,84,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,330.559,333.282,2.724,transcript_media/en/ZS_F1_0029_en.mp3,F1-GMS-0001A 05:30.56-05:33.28
30,1,1,87,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,342.615,344.737,2.122,transcript_media/en/ZS_F1_0030_en.mp3,F1-GMS-0001A 05:42.61-05:44.74
31,1,1,90,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,353.286,355.559,2.273,transcript_media/en/ZS_F1_0031_en.mp3,F1-GMS-0001A 05:53.29-05:55.56
32,1,1,93,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,363.845,365.486,1.641,transcript_media/en/ZS_F1_0032_en.mp3,F1-GMS-0001A 06:03.85-06:05.49
33,1,1,96,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,373.659,375.266,1.607,transcript_media/en/ZS_F1_0033_en.mp3,F1-GMS-0001A 06:13.66-06:15.27
34,1,1,99,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,382.993,384.825,1.832,transcript_media/en/ZS_F1_0034_en.mp3,F1-GMS-0001A 06:22.99-06:24.83
35,1,1,102,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,393.473,394.996,1.523,transcript_media/en/ZS_F1_0035_en.mp3,F1-GMS-0001A 06:33.47-06:35.00
36,1,1,105,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,403.709,405.449,1.740,transcript_media/en/ZS_F1_0036_en.mp3,F1-GMS-0001A 06:43.71-06:45.45
37,1,1,108,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,414.513,417.105,2.592,transcript_media/en/ZS_F1_0037_en.mp3,F1-GMS-0001A 06:54.51-06:57.10
38,1,1,111,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,425.954,427.508,1.554,transcript_media/en/ZS_F1_0038_en.mp3,F1-GMS-0001A 07:05.95-07:07.51
39,1,1,114,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,437.008,439.136,2.128,transcript_media/en/ZS_F1_0039_en.mp3,F1-GMS-0001A 07:17.01-07:19.14
40,1,1,117,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,447.464,448.784,1.320,transcript_media/en/ZS_F1_0040_en.mp3,F1-GMS-0001A 07:27.46-07:28.78
41,1,1,120,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,456.306,458.045,1.740,transcript_media/en/ZS_F1_0041_en.mp3,F1-GMS-0001A 07:36.31-07:38.05
42,1,1,123,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,465.525,466.951,1.427,transcript_media/en/ZS_F1_0042_en.mp3,F1-GMS-0001A 07:45.52-07:46.95
43,1,1,126,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,474.377,475.875,1.499,transcript_media/en/ZS_F1_0043_en.mp3,F1-GMS-0001A 07:54.38-07:55.88
44,1,1,129,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,483.954,485.909,1.954,transcript_media/en/ZS_F1_0044_en.mp3,F1-GMS-0001A 08:03.95-08:05.91
45,1,1,132,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,495.174,497.394,2.220,transcript_media/en/ZS_F1_0045_en.mp3,F1-GMS-0001A 08:15.17-08:17.39
46,1,1,135,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,505.578,507.047,1.469,transcript_media/en/ZS_F1_0046_en.mp3,F1-GMS-0001A 08:25.58-08:27.05
47,1,1,138,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,515.287,517.262,1.976,transcript_media/en/ZS_F1_0047_en.mp3,F1-GMS-0001A 08:35.29-08:37.26
48,1,1,141,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,525.031,526.685,1.654,transcript_media/en/ZS_F1_0048_en.mp3,F1-GMS-0001A 08:45.03-08:46.68
49,1,1,144,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,534.797,536.988,2.191,transcript_media/en/ZS_F1_0049_en.mp3,F1-GMS-0001A 08:54.80-08:56.99
50,1,1,147,GLOSSIKA-ENZS-F1-GMS-0001A.mp3,545.216,546.408,1.192,transcript_media/en/ZS_F1_0050_en.mp3,F1-GMS-0001A 09:05.22-09:06.41
51,1,51,0,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,9.036,10.008,0.973,transcript_media/en/ZS_F1_0051_en.mp3,F1-GMS-0051A 00:09.04-00:10.01
52,1,51,3,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,18.965,20.006,1.041,transcript_media/en/ZS_F1_0052_en.mp3,F1-GMS-0051A 00:18.96-00:20.01
53,1,51,6,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,29.285,29.978,0.693,transcript_media/en/ZS_F1_0053_en.mp3,F1-GMS-0051A 00:29.29-00:29.98
54,1,51,9,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,38.555,39.997,1.442,transcript_media/en/ZS_F1_0054_en.mp3,F1-GMS-0051A 00:38.56-00:40.00
55,1,51,12,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,49.637,50.887,1.251,transcript_media/en/ZS_F1_0055_en.mp3,F1-GMS-0051A 00:49.64-00:50.89
56,1,51,15,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,60.086,61.181,1.095,transcript_media/en/ZS_F1_0056_en.mp3,F1-GMS-0051A 01:00.09-01:01.18
57,1,51,18,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,70.320,71.629,1.309,transcript_media/en/ZS_F1_0057_en.mp3,F1-GMS-0051A 01:10.32-01:11.63
58,1,51,21,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,80.412,81.404,0.992,transcript_media/en/ZS_F1_0058_en.mp3,F1-GMS-0051A 01:20.41-01:21.40
59,1,51,24,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,90.942,92.455,1.513,transcript_media/en/ZS_F1_0059_en.mp3,F1-GMS-0051A 01:30.94-01:32.46
60,1,51,27,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,101.143,102.192,1.049,transcript_media/en/ZS_F1_0060_en.mp3,F1-GMS-0051A 01:41.14-01:42.19
61,1,51,30,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,111.146,113.196,2.051,transcript_media/en/ZS_F1_0061_en.mp3,F1-GMS-0051A 01:51.15-01:53.20
62,1,51,33,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,124.312,125.370,1.058,transcript_media/en/ZS_F1_0062_en.mp3,F1-GMS-0051A 02:04.31-02:05.37
63,1,51,36,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,134.615,136.647,2.032,transcript_media/en/ZS_F1_0063_en.mp3,F1-GMS-0051A 02:14.61-02:16.65
64,1,51,39,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,148.158,149.383,1.225,transcript_media/en/ZS_F1_0064_en.mp3,F1-GMS-0051A 02:28.16-02:29.38
65,1,51,42,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,158.585,159.716,1.131,transcript_media/en/ZS_F1_0065_en.mp3,F1-GMS-0051A 02:38.58-02:39.72
66,1,51,45,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,168.637,169.985,1.349,transcript_media/en/ZS_F1_0066_en.mp3,F1-GMS-0051A 02:48.64-02:49.99
67,1,51,48,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,179.871,180.675,0.805,transcript_media/en/ZS_F1_0067_en.mp3,F1-GMS-0051A 02:59.87-03:00.68
68,1,51,51,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,189.341,190.910,1.568,transcript_media/en/ZS_F1_0068_en.mp3,F1-GMS-0051A 03:09.34-03:10.91
69,1,51,54,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,199.745,200.945,1.199,transcript_media/en/ZS_F1_0069_en.mp3,F1-GMS-0051A 03:19.75-03:20.94
70,1,51,57,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,209.731,211.217,1.486,transcript_media/en/ZS_F1_0070_en.mp3,F1-GMS-0051A 03:29.73-03:31.22
71,1,51,60,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,220.456,221.784,1.328,transcript_media/en/ZS_F1_0071_en.mp3,F1-GMS-0051A 03:40.46-03:41.78
72,1,51,63,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,230.280,233.315,3.035,transcript_media/en/ZS_F1_0072_en.mp3,F1-GMS-0051A 03:50.28-03:53.31
73,1,51,66,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,244.199,249.384,5.184,transcript_media/en/ZS_F1_0073_en.mp3,F1-GMS-0051A 04:04.20-04:09.38
74,1,51,69,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,258.021,261.460,3.439,transcript_media/en/ZS_F1_0074_en.mp3,F1-GMS-0051A 04:18.02-04:21.46
75,1,51,72,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,273.719,274.882,1.163,transcript_media/en/ZS_F1_0075_en.mp3,F1-GMS-0051A 04:33.72-04:34.88
76,1,51,75,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,283.919,285.061,1.142,transcript_media/en/ZS_F1_0076_en.mp3,F1-GMS-0051A 04:43.92-04:45.06
77,1,51,78,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,294.189,295.273,1.084,transcript_media/en/ZS_F1_0077_en.mp3,F1-GMS-0051A 04:54.19-04:55.27
78,1,51,81,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,303.275,304.433,1.158,transcript_media/en/ZS_F1_0078_en.mp3,F1-GMS-0051A 05:03.27-05:04.43
79,1,51,84,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,313.383,314.744,1.361,transcript_media/en/ZS_F1_0079_en.mp3,F1-GMS-0051A 05:13.38-05:14.74
80,1,51,87,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,323.252,324.387,1.135,transcript_media/en/ZS_F1_0080_en.mp3,F1-GMS-0051A 05:23.25-05:24.39
81,1,51,90,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,333.528,334.557,1.028,transcript_media/en/ZS_F1_0081_en.mp3,F1-GMS-0051A 05:33.53-05:34.56
82,1,51,93,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,342.500,343.457,0.957,transcript_media/en/ZS_F1_0082_en.mp3,F1-GMS-0051A 05:42.50-05:43.46
83,1,51,96,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,351.848,352.889,1.041,transcript_media/en/ZS_F1_0083_en.mp3,F1-GMS-0051A 05:51.85-05:52.89
84,1,51,99,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,362.728,363.678,0.950,transcript_media/en/ZS_F1_0084_en.mp3,F1-GMS-0051A 06:02.73-06:03.68
85,1,51,102,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,372.161,373.954,1.793,transcript_media/en/ZS_F1_0085_en.mp3,F1-GMS-0051A 06:12.16-06:13.95
86,1,51,105,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,383.940,385.411,1.471,transcript_media/en/ZS_F1_0086_en.mp3,F1-GMS-0051A 06:23.94-06:25.41
87,1,51,108,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,395.595,396.863,1.269,transcript_media/en/ZS_F1_0087_en.mp3,F1-GMS-0051A 06:35.59-06:36.86
88,1,51,111,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,406.986,408.353,1.367,transcript_media/en/ZS_F1_0088_en.mp3,F1-GMS-0051A 06:46.99-06:48.35
89,1,51,114,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,418.295,419.437,1.143,transcript_media/en/ZS_F1_0089_en.mp3,F1-GMS-0051A 06:58.29-06:59.44
90,1,51,117,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,430.002,430.966,0.964,transcript_media/en/ZS_F1_0090_en.mp3,F1-GMS-0051A 07:10.00-07:10.97
91,1,51,120,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,439.876,440.816,0.940,transcript_media/en/ZS_F1_0091_en.mp3,F1-GMS-0051A 07:19.88-07:20.82
92,1,51,123,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,450.396,451.499,1.103,transcript_media/en/ZS_F1_0092_en.mp3,F1-GMS-0051A 07:30.40-07:31.50
93,1,51,126,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,460.337,461.514,1.177,transcript_media/en/ZS_F1_0093_en.mp3,F1-GMS-0051A 07:40.34-07:41.51
94,1,51,129,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,470.008,471.313,1.305,transcript_media/en/ZS_F1_0094_en.mp3,F1-GMS-0051A 07:50.01-07:51.31
95,1,51,132,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,481.392,482.800,1.408,transcript_media/en/ZS_F1_0095_en.mp3,F1-GMS-0051A 08:01.39-08:02.80
96,1,51,135,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,492.509,494.173,1.665,transcript_media/en/ZS_F1_0096_en.mp3,F1-GMS-0051A 08:12.51-08:14.17
97,1,51,138,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,504.625,506.165,1.540,transcript_media/en/ZS_F1_0097_en.mp3,F1-GMS-0051A 08:24.62-08:26.16
98,1,51,141,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,516.020,516.723,0.703,transcript_media/en/ZS_F1_0098_en.mp3,F1-GMS-0051A 08:36.02-08:36.72
99,1,51,144,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,525.434,526.579,1.146,transcript_media/en/ZS_F1_0099_en.mp3,F1-GMS-0051A 08:45.43-08:46.58
100,1,51,147,GLOSSIKA-ENZS-F1-GMS-0051A.mp3,536.479,537.769,1.289,transcript_media/en/ZS_F1_0100_en.mp3,F1-GMS-0051A 08:56.48-08:57.77
101,1,101,0,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,9.046,10.418,1.372,transcript_media/en/ZS_F1_0101_en.mp3,F1-GMS-0101A 00:09.05-00:10.42
102,1,101,3,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,19.867,21.079,1.212,transcript_media/en/ZS_F1_0102_en.mp3,F1-GMS-0101A 00:19.87-00:21.08
103,1,101,6,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,31.525,32.212,0.687,transcript_media/en/ZS_F1_0103_en.mp3,F1-GMS-0101A 00:31.52-00:32.21
104,1,101,9,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,40.637,41.447,0.810,transcript_media/en/ZS_F1_0104_en.mp3,F1-GMS-0101A 00:40.64-00:41.45
105,1,101,12,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,50.081,50.949,0.868,transcript_media/en/ZS_F1_0105_en.mp3,F1-GMS-0101A 00:50.08-00:50.95
106,1,101,15,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,59.190,60.182,0.992,transcript_media/en/ZS_F1_0106_en.mp3,F1-GMS-0101A 00:59.19-01:00.18
107,1,101,18,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,69.646,70.634,0.988,transcript_media/en/ZS_F1_0107_en.mp3,F1-GMS-0101A 01:09.65-01:10.63
108,1,101,21,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,79.508,80.626,1.117,transcript_media/en/ZS_F1_0108_en.mp3,F1-GMS-0101A 01:19.51-01:20.63
109,1,101,24,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,89.821,91.081,1.260,transcript_media/en/ZS_F1_0109_en.mp3,F1-GMS-0101A 01:29.82-01:31.08
110,1,101,27,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,100.584,101.815,1.232,transcript_media/en/ZS_F1_0110_en.mp3,F1-GMS-0101A 01:40.58-01:41.82
111,1,101,30,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,111.538,112.954,1.416,transcript_media/en/ZS_F1_0111_en.mp3,F1-GMS-0101A 01:51.54-01:52.95
112,1,101,33,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,123.359,124.829,1.470,transcript_media/en/ZS_F1_0112_en.mp3,F1-GMS-0101A 02:03.36-02:04.83
113,1,101,36,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,134.575,136.188,1.613,transcript_media/en/ZS_F1_0113_en.mp3,F1-GMS-0101A 02:14.58-02:16.19
114,1,101,39,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,146.323,147.477,1.153,transcript_media/en/ZS_F1_0114_en.mp3,F1-GMS-0101A 02:26.32-02:27.48
115,1,101,42,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,156.752,158.722,1.970,transcript_media/en/ZS_F1_0115_en.mp3,F1-GMS-0101A 02:36.75-02:38.72
116,1,101,45,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,168.818,170.491,1.674,transcript_media/en/ZS_F1_0116_en.mp3,F1-GMS-0101A 02:48.82-02:50.49
117,1,101,48,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,180.416,181.938,1.523,transcript_media/en/ZS_F1_0117_en.mp3,F1-GMS-0101A 03:00.42-03:01.94
118,1,101,51,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,192.380,193.317,0.936,transcript_media/en/ZS_F1_0118_en.mp3,F1-GMS-0101A 03:12.38-03:13.32
119,1,101,54,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,202.629,203.760,1.131,transcript_media/en/ZS_F1_0119_en.mp3,F1-GMS-0101A 03:22.63-03:23.76
120,1,101,57,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,214.457,215.481,1.023,transcript_media/en/ZS_F1_0120_en.mp3,F1-GMS-0101A 03:34.46-03:35.48
121,1,101,60,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,223.977,225.209,1.232,transcript_media/en/ZS_F1_0121_en.mp3,F1-GMS-0101A 03:43.98-03:45.21
122,1,101,63,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,234.969,236.044,1.075,transcript_media/en/ZS_F1_0122_en.mp3,F1-GMS-0101A 03:54.97-03:56.04
123,1,101,66,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,245.644,247.086,1.442,transcript_media/en/ZS_F1_0123_en.mp3,F1-GMS-0101A 04:05.64-04:07.09
124,1,101,69,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,256.884,259.230,2.346,transcript_media/en/ZS_F1_0124_en.mp3,F1-GMS-0101A 04:16.88-04:19.23
125,1,101,72,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,271.282,272.877,1.596,transcript_media/en/ZS_F1_0125_en.mp3,F1-GMS-0101A 04:31.28-04:32.88
126,1,101,75,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,282.703,286.427,3.724,transcript_media/en/ZS_F1_0126_en.mp3,F1-GMS-0101A 04:42.70-04:46.43
127,1,101,78,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,296.931,298.294,1.363,transcript_media/en/ZS_F1_0127_en.mp3,F1-GMS-0101A 04:56.93-04:58.29
128,1,101,81,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,307.942,309.551,1.609,transcript_media/en/ZS_F1_0128_en.mp3,F1-GMS-0101A 05:07.94-05:09.55
129,1,101,84,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,320.727,322.128,1.401,transcript_media/en/ZS_F1_0129_en.mp3,F1-GMS-0101A 05:20.73-05:22.13
130,1,101,87,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,332.951,333.955,1.003,transcript_media/en/ZS_F1_0130_en.mp3,F1-GMS-0101A 05:32.95-05:33.95
131,1,101,90,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,342.617,344.442,1.825,transcript_media/en/ZS_F1_0131_en.mp3,F1-GMS-0101A 05:42.62-05:44.44
132,1,101,93,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,355.214,355.954,0.740,transcript_media/en/ZS_F1_0132_en.mp3,F1-GMS-0101A 05:55.21-05:55.95
133,1,101,96,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,365.189,366.046,0.857,transcript_media/en/ZS_F1_0133_en.mp3,F1-GMS-0101A 06:05.19-06:06.05
134,1,101,99,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,374.898,375.837,0.939,transcript_media/en/ZS_F1_0134_en.mp3,F1-GMS-0101A 06:14.90-06:15.84
135,1,101,102,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,384.202,385.541,1.339,transcript_media/en/ZS_F1_0135_en.mp3,F1-GMS-0101A 06:24.20-06:25.54
136,1,101,105,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,394.878,396.264,1.386,transcript_media/en/ZS_F1_0136_en.mp3,F1-GMS-0101A 06:34.88-06:36.26
137,1,101,108,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,405.750,406.558,0.807,transcript_media/en/ZS_F1_0137_en.mp3,F1-GMS-0101A 06:45.75-06:46.56
138,1,101,111,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,414.308,415.163,0.855,transcript_media/en/ZS_F1_0138_en.mp3,F1-GMS-0101A 06:54.31-06:55.16
139,1,101,114,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,423.971,424.937,0.966,transcript_media/en/ZS_F1_0139_en.mp3,F1-GMS-0101A 07:03.97-07:04.94
140,1,101,117,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,433.432,434.606,1.174,transcript_media/en/ZS_F1_0140_en.mp3,F1-GMS-0101A 07:13.43-07:14.61
141,1,101,120,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,443.529,444.446,0.917,transcript_media/en/ZS_F1_0141_en.mp3,F1-GMS-0101A 07:23.53-07:24.45
142,1,101,123,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,452.469,453.487,1.019,transcript_media/en/ZS_F1_0142_en.mp3,F1-GMS-0101A 07:32.47-07:33.49
143,1,101,126,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,463.598,464.938,1.340,transcript_media/en/ZS_F1_0143_en.mp3,F1-GMS-0101A 07:43.60-07:44.94
144,1,101,129,GLOSSIKA-ENZS-F1-GMS-0101A.mp3,475.399,476.679,1.280,transcript_media/en/ZS_F1_0144_en.mp3,F1-GMS-0101A 07:55.40-07:56.68
