sentence_id,volume,group_start,seg_idx,src_file,t_start,t_end,duration,media_file,source
838,1,801,37,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,216.415,219.423,3.008,media/ZS_F1_0838.mp3,F1-GMS-0801C 03:36.42-03:39.42
839,1,801,38,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,222.245,224.168,1.923,media/ZS_F1_0839.mp3,F1-GMS-0801C 03:42.24-03:44.17
840,1,801,39,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,227.182,229.412,2.230,media/ZS_F1_0840.mp3,F1-GMS-0801C 03:47.18-03:49.41
841,1,801,40,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,232.626,234.576,1.950,media/ZS_F1_0841.mp3,F1-GMS-0801C 03:52.63-03:54.58
842,1,801,41,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,237.695,239.664,1.969,media/ZS_F1_0842.mp3,F1-GMS-0801C 03:57.69-03:59.66
843,1,801,42,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,242.720,244.374,1.654,media/ZS_F1_0843.mp3,F1-GMS-0801C 04:02.72-04:04.37
844,1,801,43,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,247.392,248.895,1.503,media/ZS_F1_0844.mp3,F1-GMS-0801C 04:07.39-04:08.90
845,1,801,44,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,251.785,253.497,1.712,media/ZS_F1_0845.mp3,F1-GMS-0801C 04:11.78-04:13.50
846,1,801,45,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,256.461,259.218,2.756,media/ZS_F1_0846.mp3,F1-GMS-0801C 04:16.46-04:19.22
847,1,801,46,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,262.222,265.181,2.960,media/ZS_F1_0847.mp3,F1-GMS-0801C 04:22.22-04:25.18
848,1,801,47,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,268.043,271.308,3.265,media/ZS_F1_0848.mp3,F1-GMS-0801C 04:28.04-04:31.31
849,1,801,48,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,273.989,277.084,3.095,media/ZS_F1_0849.mp3,F1-GMS-0801C 04:33.99-04:37.08
850,1,801,49,GLOSSIKA-ENZS-F1-GMS-0801C.mp3,279.779,283.500,3.721,media/ZS_F1_0850.mp3,F1-GMS-0801C 04:39.78-04:43.50
851,1,851,0,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,3.813,4.617,0.805,media/ZS_F1_0851.mp3,F1-GMS-0851B 00:03.81-00:04.62
852,1,851,1,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,10.002,13.444,3.442,media/ZS_F1_0852.mp3,F1-GMS-0851B 00:10.00-00:13.44
853,1,851,2,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,23.716,25.261,1.544,media/ZS_F1_0853.mp3,F1-GMS-0851B 00:23.72-00:25.26
854,1,851,3,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,33.847,37.082,3.236,media/ZS_F1_0854.mp3,F1-GMS-0851B 00:33.85-00:37.08
855,1,851,4,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,47.328,50.678,3.350,media/ZS_F1_0855.mp3,F1-GMS-0851B 00:47.33-00:50.68
856,1,851,5,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,60.367,63.141,2.774,media/ZS_F1_0856.mp3,F1-GMS-0851B 01:00.37-01:03.14
857,1,851,6,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,72.293,74.853,2.560,media/ZS_F1_0857.mp3,F1-GMS-0851B 01:12.29-01:14.85
858,1,851,7,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,83.873,86.216,2.343,media/ZS_F1_0858.mp3,F1-GMS-0851B 01:23.87-01:26.22
859,1,851,8,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,94.557,96.716,2.159,media/ZS_F1_0859.mp3,F1-GMS-0851B 01:34.56-01:36.72
860,1,851,9,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,104.804,106.437,1.633,media/ZS_F1_0860.mp3,F1-GMS-0851B 01:44.80-01:46.44
861,1,851,10,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,114.621,116.418,1.797,media/ZS_F1_0861.mp3,F1-GMS-0851B 01:54.62-01:56.42
862,1,851,11,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,124.340,126.345,2.005,media/ZS_F1_0862.mp3,F1-GMS-0851B 02:04.34-02:06.34
863,1,851,12,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,134.432,137.024,2.591,media/ZS_F1_0863.mp3,F1-GMS-0851B 02:14.43-02:17.02
864,1,851,13,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,145.279,147.818,2.539,media/ZS_F1_0864.mp3,F1-GMS-0851B 02:25.28-02:27.82
865,1,851,14,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,157.156,158.424,1.268,media/ZS_F1_0865.mp3,F1-GMS-0851B 02:37.16-02:38.42
866,1,851,15,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,163.310,166.698,3.388,media/ZS_F1_0866.mp3,F1-GMS-0851B 02:43.31-02:46.70
867,1,851,16,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,174.229,176.099,1.870,media/ZS_F1_0867.mp3,F1-GMS-0851B 02:54.23-02:56.10
868,1,851,17,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,184.429,186.534,2.105,media/ZS_F1_0868.mp3,F1-GMS-0851B 03:04.43-03:06.53
869,1,851,18,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,194.307,196.762,2.456,media/ZS_F1_0869.mp3,F1-GMS-0851B 03:14.31-03:16.76
870,1,851,19,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,204.704,206.533,1.829,media/ZS_F1_0870.mp3,F1-GMS-0851B 03:24.70-03:26.53
871,1,851,20,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,213.884,215.777,1.893,media/ZS_F1_0871.mp3,F1-GMS-0851B 03:33.88-03:35.78
872,1,851,21,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,223.935,225.928,1.993,media/ZS_F1_0872.mp3,F1-GMS-0851B 03:43.93-03:45.93
873,1,851,22,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,234.546,237.340,2.794,media/ZS_F1_0873.mp3,F1-GMS-0851B 03:54.55-03:57.34
874,1,851,23,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,246.430,249.886,3.456,media/ZS_F1_0874.mp3,F1-GMS-0851B 04:06.43-04:09.89
875,1,851,24,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,260.145,263.678,3.533,media/ZS_F1_0875.mp3,F1-GMS-0851B 04:20.14-04:23.68
876,1,851,25,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,272.243,275.192,2.949,media/ZS_F1_0876.mp3,F1-GMS-0851B 04:32.24-04:35.19
877,1,851,26,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,284.693,288.428,3.734,media/ZS_F1_0877.mp3,F1-GMS-0851B 04:44.69-04:48.43
878,1,851,27,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,299.125,302.966,3.841,media/ZS_F1_0878.mp3,F1-GMS-0851B 04:59.12-05:02.97
879,1,851,28,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,308.241,309.262,1.021,media/ZS_F1_0879.mp3,F1-GMS-0851B 05:08.24-05:09.26
880,1,851,29,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,318.702,320.351,1.649,media/ZS_F1_0880.mp3,F1-GMS-0851B 05:18.70-05:20.35
881,1,851,30,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,325.208,328.672,3.465,media/ZS_F1_0881.mp3,F1-GMS-0851B 05:25.21-05:28.67
882,1,851,31,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,338.082,340.122,2.040,media/ZS_F1_0882.mp3,F1-GMS-0851B 05:38.08-05:40.12
883,1,851,32,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,349.405,352.920,3.515,media/ZS_F1_0883.mp3,F1-GMS-0851B 05:49.40-05:52.92
884,1,851,33,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,358.581,359.366,0.785,media/ZS_F1_0884.mp3,F1-GMS-0851B 05:58.58-05:59.37
885,1,851,34,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,368.834,371.848,3.015,media/ZS_F1_0885.mp3,F1-GMS-0851B 06:08.83-06:11.85
886,1,851,35,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,380.928,383.670,2.742,media/ZS_F1_0886.mp3,F1-GMS-0851B 06:20.93-06:23.67
887,1,851,36,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,392.275,393.944,1.669,media/ZS_F1_0887.mp3,F1-GMS-0851B 06:32.28-06:33.94
888,1,851,37,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,402.090,403.770,1.679,media/ZS_F1_0888.mp3,F1-GMS-0851B 06:42.09-06:43.77
889,1,851,38,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,412.115,414.703,2.588,media/ZS_F1_0889.mp3,F1-GMS-0851B 06:52.12-06:54.70
890,1,851,39,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,424.019,425.933,1.914,media/ZS_F1_0890.mp3,F1-GMS-0851B 07:04.02-07:05.93
891,1,851,40,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,434.071,436.245,2.174,media/ZS_F1_0891.mp3,F1-GMS-0851B 07:14.07-07:16.25
892,1,851,41,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,444.870,446.874,2.004,media/ZS_F1_0892.mp3,F1-GMS-0851B 07:24.87-07:26.87
893,1,851,42,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,454.981,456.540,1.559,media/ZS_F1_0893.mp3,F1-GMS-0851B 07:34.98-07:36.54
894,1,851,43,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,464.656,467.014,2.358,media/ZS_F1_0894.mp3,F1-GMS-0851B 07:44.66-07:47.01
895,1,851,44,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,475.333,478.076,2.742,media/ZS_F1_0895.mp3,F1-GMS-0851B 07:55.33-07:58.08
896,1,851,45,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,486.552,489.795,3.243,media/ZS_F1_0896.mp3,F1-GMS-0851B 08:06.55-08:09.80
897,1,851,46,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,498.457,501.259,2.802,media/ZS_F1_0897.mp3,F1-GMS-0851B 08:18.46-08:21.26
898,1,851,47,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,509.826,515.311,5.485,media/ZS_F1_0898.mp3,F1-GMS-0851B 08:29.83-08:35.31
899,1,851,48,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,526.510,528.456,1.945,media/ZS_F1_0899.mp3,F1-GMS-0851B 08:46.51-08:48.46
900,1,851,49,GLOSSIKA-ENZS-F1-GMS-0851B.mp3,534.359,539.515,5.157,media/ZS_F1_0900.mp3,F1-GMS-0851B 08:54.36-08:59.52
901,1,901,0,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,0.000,3.340,3.340,media/ZS_F1_0901.mp3,F1-GMS-0901C 00:00.00-00:03.34
902,1,901,1,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,3.818,4.689,0.871,media/ZS_F1_0902.mp3,F1-GMS-0901C 00:03.82-00:04.69
903,1,901,2,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,6.874,10.336,3.462,media/ZS_F1_0903.mp3,F1-GMS-0901C 00:06.87-00:10.34
904,1,901,3,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,10.949,12.174,1.224,media/ZS_F1_0904.mp3,F1-GMS-0901C 00:10.95-00:12.17
905,1,901,4,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,14.651,18.268,3.617,media/ZS_F1_0905.mp3,F1-GMS-0901C 00:14.65-00:18.27
906,1,901,5,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,20.703,24.023,3.320,media/ZS_F1_0906.mp3,F1-GMS-0901C 00:20.70-00:24.02
907,1,901,6,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,26.511,28.840,2.329,media/ZS_F1_0907.mp3,F1-GMS-0901C 00:26.51-00:28.84
908,1,901,7,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,31.227,34.466,3.238,media/ZS_F1_0908.mp3,F1-GMS-0901C 00:31.23-00:34.47
909,1,901,8,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,37.072,38.953,1.881,media/ZS_F1_0909.mp3,F1-GMS-0901C 00:37.07-00:38.95
910,1,901,9,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,41.397,43.489,2.092,media/ZS_F1_0910.mp3,F1-GMS-0901C 00:41.40-00:43.49
911,1,901,10,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,45.980,48.031,2.051,media/ZS_F1_0911.mp3,F1-GMS-0901C 00:45.98-00:48.03
912,1,901,11,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,50.508,52.779,2.271,media/ZS_F1_0912.mp3,F1-GMS-0901C 00:50.51-00:52.78
913,1,901,12,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,55.287,57.623,2.336,media/ZS_F1_0913.mp3,F1-GMS-0901C 00:55.29-00:57.62
914,1,901,13,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,60.077,62.679,2.602,media/ZS_F1_0914.mp3,F1-GMS-0901C 01:00.08-01:02.68
915,1,901,14,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,65.227,67.821,2.594,media/ZS_F1_0915.mp3,F1-GMS-0901C 01:05.23-01:07.82
916,1,901,15,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,70.284,74.109,3.825,media/ZS_F1_0916.mp3,F1-GMS-0901C 01:10.28-01:14.11
917,1,901,16,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,76.695,82.370,5.676,media/ZS_F1_0917.mp3,F1-GMS-0901C 01:16.69-01:22.37
918,1,901,17,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,84.947,88.643,3.697,media/ZS_F1_0918.mp3,F1-GMS-0901C 01:24.95-01:28.64
919,1,901,18,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,91.223,96.856,5.632,media/ZS_F1_0919.mp3,F1-GMS-0901C 01:31.22-01:36.86
920,1,901,19,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,99.591,101.081,1.490,media/ZS_F1_0920.mp3,F1-GMS-0901C 01:39.59-01:41.08
921,1,901,20,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,103.624,106.779,3.155,media/ZS_F1_0921.mp3,F1-GMS-0901C 01:43.62-01:46.78
922,1,901,21,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,109.390,110.633,1.243,media/ZS_F1_0922.mp3,F1-GMS-0901C 01:49.39-01:50.63
923,1,901,22,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,113.284,115.765,2.481,media/ZS_F1_0923.mp3,F1-GMS-0901C 01:53.28-01:55.76
924,1,901,23,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,118.419,119.730,1.312,media/ZS_F1_0924.mp3,F1-GMS-0901C 01:58.42-01:59.73
925,1,901,24,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,122.441,123.750,1.309,media/ZS_F1_0925.mp3,F1-GMS-0901C 02:02.44-02:03.75
926,1,901,25,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,126.446,133.403,6.958,media/ZS_F1_0926.mp3,F1-GMS-0901C 02:06.45-02:13.40
927,1,901,26,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,135.938,138.441,2.503,media/ZS_F1_0927.mp3,F1-GMS-0901C 02:15.94-02:18.44
928,1,901,27,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,140.981,142.892,1.910,media/ZS_F1_0928.mp3,F1-GMS-0901C 02:20.98-02:22.89
929,1,901,28,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,145.467,148.978,3.511,media/ZS_F1_0929.mp3,F1-GMS-0901C 02:25.47-02:28.98
930,1,901,29,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,151.497,154.300,2.804,media/ZS_F1_0930.mp3,F1-GMS-0901C 02:31.50-02:34.30
931,1,901,30,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,156.826,159.837,3.010,media/ZS_F1_0931.mp3,F1-GMS-0901C 02:36.83-02:39.84
932,1,901,31,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,162.383,165.897,3.514,media/ZS_F1_0932.mp3,F1-GMS-0901C 02:42.38-02:45.90
933,1,901,32,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,168.419,172.004,3.585,media/ZS_F1_0933.mp3,F1-GMS-0901C 02:48.42-02:52.00
934,1,901,33,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,174.489,177.448,2.959,media/ZS_F1_0934.mp3,F1-GMS-0901C 02:54.49-02:57.45
935,1,901,34,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,179.993,183.610,3.617,media/ZS_F1_0935.mp3,F1-GMS-0901C 02:59.99-03:03.61
936,1,901,35,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,186.145,190.123,3.978,media/ZS_F1_0936.mp3,F1-GMS-0901C 03:06.15-03:10.12
937,1,901,36,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,192.747,195.758,3.010,media/ZS_F1_0937.mp3,F1-GMS-0901C 03:12.75-03:15.76
938,1,901,37,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,198.421,202.486,4.065,media/ZS_F1_0938.mp3,F1-GMS-0901C 03:18.42-03:22.49
939,1,901,38,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,205.069,209.802,4.733,media/ZS_F1_0939.mp3,F1-GMS-0901C 03:25.07-03:29.80
940,1,901,39,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,212.368,215.912,3.544,media/ZS_F1_0940.mp3,F1-GMS-0901C 03:32.37-03:35.91
941,1,901,40,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,218.405,221.152,2.747,media/ZS_F1_0941.mp3,F1-GMS-0901C 03:38.41-03:41.15
942,1,901,41,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,223.622,227.487,3.864,media/ZS_F1_0942.mp3,F1-GMS-0901C 03:43.62-03:47.49
943,1,901,42,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,229.946,232.884,2.938,media/ZS_F1_0943.mp3,F1-GMS-0901C 03:49.95-03:52.88
944,1,901,43,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,235.386,238.803,3.416,media/ZS_F1_0944.mp3,F1-GMS-0901C 03:55.39-03:58.80
945,1,901,44,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,241.416,243.487,2.070,media/ZS_F1_0945.mp3,F1-GMS-0901C 04:01.42-04:03.49
946,1,901,45,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,244.096,245.203,1.107,media/ZS_F1_0946.mp3,F1-GMS-0901C 04:04.10-04:05.20
947,1,901,46,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,247.800,249.775,1.975,media/ZS_F1_0947.mp3,F1-GMS-0901C 04:07.80-04:09.77
948,1,901,47,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,252.529,254.622,2.093,media/ZS_F1_0948.mp3,F1-GMS-0901C 04:12.53-04:14.62
949,1,901,48,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,257.197,259.965,2.768,media/ZS_F1_0949.mp3,F1-GMS-0901C 04:17.20-04:19.97
950,1,901,49,GLOSSIKA-ENZS-F1-GMS-0901C.mp3,262.671,266.131,3.459,media/ZS_F1_0950.mp3,F1-GMS-0901C 04:22.67-04:26.13
951,1,951,0,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,12.266,13.630,1.364,media/ZS_F1_0951.mp3,F1-GMS-0951C 00:12.27-00:13.63
952,1,951,1,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,16.073,18.129,2.055,media/ZS_F1_0952.mp3,F1-GMS-0951C 00:16.07-00:18.13
953,1,951,2,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,20.610,22.337,1.728,media/ZS_F1_0953.mp3,F1-GMS-0951C 00:20.61-00:22.34
954,1,951,3,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,24.978,28.644,3.667,media/ZS_F1_0954.mp3,F1-GMS-0951C 00:24.98-00:28.64
955,1,951,4,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,31.222,33.730,2.508,media/ZS_F1_0955.mp3,F1-GMS-0951C 00:31.22-00:33.73
956,1,951,5,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,36.550,39.441,2.890,media/ZS_F1_0956.mp3,F1-GMS-0951C 00:36.55-00:39.44
957,1,951,6,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,42.330,46.249,3.919,media/ZS_F1_0957.mp3,F1-GMS-0951C 00:42.33-00:46.25
958,1,951,7,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,49.178,53.132,3.954,media/ZS_F1_0958.mp3,F1-GMS-0951C 00:49.18-00:53.13
959,1,951,8,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,56.043,60.066,4.023,media/ZS_F1_0959.mp3,F1-GMS-0951C 00:56.04-01:00.07
960,1,951,9,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,63.045,67.145,4.099,media/ZS_F1_0960.mp3,F1-GMS-0951C 01:03.05-01:07.14
961,1,951,10,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,70.147,71.858,1.711,media/ZS_F1_0961.mp3,F1-GMS-0951C 01:10.15-01:11.86
962,1,951,11,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,74.629,76.473,1.844,media/ZS_F1_0962.mp3,F1-GMS-0951C 01:14.63-01:16.47
963,1,951,12,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,79.024,80.751,1.727,media/ZS_F1_0963.mp3,F1-GMS-0951C 01:19.02-01:20.75
964,1,951,13,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,83.346,86.343,2.997,media/ZS_F1_0964.mp3,F1-GMS-0951C 01:23.35-01:26.34
965,1,951,14,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,89.037,92.785,3.748,media/ZS_F1_0965.mp3,F1-GMS-0951C 01:29.04-01:32.79
966,1,951,15,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,95.409,97.152,1.743,media/ZS_F1_0966.mp3,F1-GMS-0951C 01:35.41-01:37.15
967,1,951,16,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,99.902,101.669,1.767,media/ZS_F1_0967.mp3,F1-GMS-0951C 01:39.90-01:41.67
968,1,951,17,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,104.271,105.626,1.355,media/ZS_F1_0968.mp3,F1-GMS-0951C 01:44.27-01:45.63
969,1,951,18,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,108.488,110.129,1.641,media/ZS_F1_0969.mp3,F1-GMS-0951C 01:48.49-01:50.13
970,1,951,19,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,112.907,114.791,1.883,media/ZS_F1_0970.mp3,F1-GMS-0951C 01:52.91-01:54.79
971,1,951,20,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,117.595,120.974,3.379,media/ZS_F1_0971.mp3,F1-GMS-0951C 01:57.60-02:00.97
972,1,951,21,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,123.932,128.161,4.229,media/ZS_F1_0972.mp3,F1-GMS-0951C 02:03.93-02:08.16
973,1,951,22,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,131.096,134.615,3.519,media/ZS_F1_0973.mp3,F1-GMS-0951C 02:11.10-02:14.61
974,1,951,23,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,137.487,144.165,6.678,media/ZS_F1_0974.mp3,F1-GMS-0951C 02:17.49-02:24.17
975,1,951,24,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,147.916,149.874,1.958,media/ZS_F1_0975.mp3,F1-GMS-0951C 02:27.92-02:29.87
976,1,951,25,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,152.341,154.744,2.403,media/ZS_F1_0976.mp3,F1-GMS-0951C 02:32.34-02:34.74
977,1,951,26,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,157.614,159.488,1.873,media/ZS_F1_0977.mp3,F1-GMS-0951C 02:37.61-02:39.49
978,1,951,27,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,162.280,164.145,1.864,media/ZS_F1_0978.mp3,F1-GMS-0951C 02:42.28-02:44.14
979,1,951,28,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,166.852,168.820,1.969,media/ZS_F1_0979.mp3,F1-GMS-0951C 02:46.85-02:48.82
980,1,951,29,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,171.498,174.712,3.214,media/ZS_F1_0980.mp3,F1-GMS-0951C 02:51.50-02:54.71
981,1,951,30,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,177.450,181.148,3.698,media/ZS_F1_0981.mp3,F1-GMS-0951C 02:57.45-03:01.15
982,1,951,31,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,183.832,186.442,2.610,media/ZS_F1_0982.mp3,F1-GMS-0951C 03:03.83-03:06.44
983,1,951,32,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,189.282,191.312,2.030,media/ZS_F1_0983.mp3,F1-GMS-0951C 03:09.28-03:11.31
984,1,951,33,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,193.885,198.554,4.669,media/ZS_F1_0984.mp3,F1-GMS-0951C 03:13.88-03:18.55
985,1,951,34,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,201.169,203.545,2.377,media/ZS_F1_0985.mp3,F1-GMS-0951C 03:21.17-03:23.55
986,1,951,35,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,206.147,208.967,2.820,media/ZS_F1_0986.mp3,F1-GMS-0951C 03:26.15-03:28.97
987,1,951,36,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,211.457,213.410,1.953,media/ZS_F1_0987.mp3,F1-GMS-0951C 03:31.46-03:33.41
988,1,951,37,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,216.046,217.640,1.594,media/ZS_F1_0988.mp3,F1-GMS-0951C 03:36.05-03:37.64
989,1,951,38,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,220.380,222.052,1.672,media/ZS_F1_0989.mp3,F1-GMS-0951C 03:40.38-03:42.05
990,1,951,39,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,224.675,226.377,1.703,media/ZS_F1_0990.mp3,F1-GMS-0951C 03:44.67-03:46.38
991,1,951,40,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,228.858,231.910,3.052,media/ZS_F1_0991.mp3,F1-GMS-0951C 03:48.86-03:51.91
992,1,951,41,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,234.719,237.076,2.357,media/ZS_F1_0992.mp3,F1-GMS-0951C 03:54.72-03:57.08
993,1,951,42,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,239.839,244.145,4.306,media/ZS_F1_0993.mp3,F1-GMS-0951C 03:59.84-04:04.15
994,1,951,43,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,246.928,250.767,3.839,media/ZS_F1_0994.mp3,F1-GMS-0951C 04:06.93-04:10.77
995,1,951,44,GLOSSIKA-ENZS-F1-GMS-0951C.mp3,253.679,255.341,1.662,media/ZS_F1_0995.mp3,F1-GMS-0951C 04:13.68-04:15.34
