path,relative_path,name,extension,size,provider_guess
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1146.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1146.mp3,ZS_F2_1146.mp3,.mp3,22180,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1147.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1147.mp3,ZS_F2_1147.mp3,.mp3,22180,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1148.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1148.mp3,ZS_F2_1148.mp3,.mp3,16328,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1149.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1149.mp3,ZS_F2_1149.mp3,.mp3,35137,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1150.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1150.mp3,ZS_F2_1150.mp3,.mp3,24479,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1151.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1151.mp3,ZS_F2_1151.mp3,.mp3,30540,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1152.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1152.mp3,ZS_F2_1152.mp3,.mp3,19882,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1153.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1153.mp3,ZS_F2_1153.mp3,.mp3,23435,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1154.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1154.mp3,ZS_F2_1154.mp3,.mp3,31585,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1155.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1155.mp3,ZS_F2_1155.mp3,.mp3,26151,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1156.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1156.mp3,ZS_F2_1156.mp3,.mp3,25734,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1157.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1157.mp3,ZS_F2_1157.mp3,.mp3,33048,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1158.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1158.mp3,ZS_F2_1158.mp3,.mp3,25525,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1159.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1159.mp3,ZS_F2_1159.mp3,.mp3,28241,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1160.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1160.mp3,ZS_F2_1160.mp3,.mp3,31585,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1161.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1161.mp3,ZS_F2_1161.mp3,.mp3,25316,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1162.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1162.mp3,ZS_F2_1162.mp3,.mp3,31585,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1163.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1163.mp3,ZS_F2_1163.mp3,.mp3,33257,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1164.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1164.mp3,ZS_F2_1164.mp3,.mp3,19673,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1165.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1165.mp3,ZS_F2_1165.mp3,.mp3,24062,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1166.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1166.mp3,ZS_F2_1166.mp3,.mp3,19046,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1167.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1167.mp3,ZS_F2_1167.mp3,.mp3,26987,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1168.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1168.mp3,ZS_F2_1168.mp3,.mp3,23644,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1169.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1169.mp3,ZS_F2_1169.mp3,.mp3,17374,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1170.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1170.mp3,ZS_F2_1170.mp3,.mp3,19046,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1171.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1171.mp3,ZS_F2_1171.mp3,.mp3,15911,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1172.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1172.mp3,ZS_F2_1172.mp3,.mp3,21554,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1173.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1173.mp3,ZS_F2_1173.mp3,.mp3,19464,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1174.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1174.mp3,ZS_F2_1174.mp3,.mp3,19464,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1175.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1175.mp3,ZS_F2_1175.mp3,.mp3,21972,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1176.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1176.mp3,ZS_F2_1176.mp3,.mp3,25734,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1177.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1177.mp3,ZS_F2_1177.mp3,.mp3,26778,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1178.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1178.mp3,ZS_F2_1178.mp3,.mp3,25525,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1179.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1179.mp3,ZS_F2_1179.mp3,.mp3,25316,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1180.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1180.mp3,ZS_F2_1180.mp3,.mp3,23853,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1181.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1181.mp3,ZS_F2_1181.mp3,.mp3,25107,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1182.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1182.mp3,ZS_F2_1182.mp3,.mp3,24689,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1183.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1183.mp3,ZS_F2_1183.mp3,.mp3,25734,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1184.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1184.mp3,ZS_F2_1184.mp3,.mp3,14031,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1185.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1185.mp3,ZS_F2_1185.mp3,.mp3,32212,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1186.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1186.mp3,ZS_F2_1186.mp3,.mp3,24898,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1187.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1187.mp3,ZS_F2_1187.mp3,.mp3,35974,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1188.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1188.mp3,ZS_F2_1188.mp3,.mp3,24062,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1189.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1189.mp3,ZS_F2_1189.mp3,.mp3,41616,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1190.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1190.mp3,ZS_F2_1190.mp3,.mp3,25734,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1191.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1191.mp3,ZS_F2_1191.mp3,.mp3,25316,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1192.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1192.mp3,ZS_F2_1192.mp3,.mp3,26778,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1193.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1193.mp3,ZS_F2_1193.mp3,.mp3,33048,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1194.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1194.mp3,ZS_F2_1194.mp3,.mp3,20927,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1195.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1195.mp3,ZS_F2_1195.mp3,.mp3,33257,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1196.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1196.mp3,ZS_F2_1196.mp3,.mp3,16120,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1197.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1197.mp3,ZS_F2_1197.mp3,.mp3,19673,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1198.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1198.mp3,ZS_F2_1198.mp3,.mp3,39735,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1199.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1199.mp3,ZS_F2_1199.mp3,.mp3,38481,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1200.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1200.mp3,ZS_F2_1200.mp3,.mp3,21972,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1201.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1201.mp3,ZS_F2_1201.mp3,.mp3,18210,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1202.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1202.mp3,ZS_F2_1202.mp3,.mp3,23226,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1203.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1203.mp3,ZS_F2_1203.mp3,.mp3,22181,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1204.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1204.mp3,ZS_F2_1204.mp3,.mp3,21345,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1205.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1205.mp3,ZS_F2_1205.mp3,.mp3,18419,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1206.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1206.mp3,ZS_F2_1206.mp3,.mp3,26778,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1207.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1207.mp3,ZS_F2_1207.mp3,.mp3,18837,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1208.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1208.mp3,ZS_F2_1208.mp3,.mp3,19255,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1209.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1209.mp3,ZS_F2_1209.mp3,.mp3,24480,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1210.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1210.mp3,ZS_F2_1210.mp3,.mp3,25734,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1211.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1211.mp3,ZS_F2_1211.mp3,.mp3,19673,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1212.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1212.mp3,ZS_F2_1212.mp3,.mp3,19464,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1213.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1213.mp3,ZS_F2_1213.mp3,.mp3,19882,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1214.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1214.mp3,ZS_F2_1214.mp3,.mp3,15076,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1215.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1215.mp3,ZS_F2_1215.mp3,.mp3,19673,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1216.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1216.mp3,ZS_F2_1216.mp3,.mp3,25734,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1217.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1217.mp3,ZS_F2_1217.mp3,.mp3,19046,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1218.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1218.mp3,ZS_F2_1218.mp3,.mp3,24480,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1219.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1219.mp3,ZS_F2_1219.mp3,.mp3,28241,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1220.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1220.mp3,ZS_F2_1220.mp3,.mp3,25107,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1221.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1221.mp3,ZS_F2_1221.mp3,.mp3,19673,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1222.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1222.mp3,ZS_F2_1222.mp3,.mp3,19882,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1223.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1223.mp3,ZS_F2_1223.mp3,.mp3,19464,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1224.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1224.mp3,ZS_F2_1224.mp3,.mp3,19046,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1225.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1225.mp3,ZS_F2_1225.mp3,.mp3,29077,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1226.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1226.mp3,ZS_F2_1226.mp3,.mp3,39735,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1227.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1227.mp3,ZS_F2_1227.mp3,.mp3,45587,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1228.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1228.mp3,ZS_F2_1228.mp3,.mp3,26360,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1229.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1229.mp3,ZS_F2_1229.mp3,.mp3,34929,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1230.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1230.mp3,ZS_F2_1230.mp3,.mp3,20509,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1231.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1231.mp3,ZS_F2_1231.mp3,.mp3,34511,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1232.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1232.mp3,ZS_F2_1232.mp3,.mp3,32839,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1233.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1233.mp3,ZS_F2_1233.mp3,.mp3,38481,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1234.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1234.mp3,ZS_F2_1234.mp3,.mp3,28241,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1235.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1235.mp3,ZS_F2_1235.mp3,.mp3,18419,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1236.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1236.mp3,ZS_F2_1236.mp3,.mp3,18419,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1237.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1237.mp3,ZS_F2_1237.mp3,.mp3,19673,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1238.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1238.mp3,ZS_F2_1238.mp3,.mp3,20927,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1239.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1239.mp3,ZS_F2_1239.mp3,.mp3,27614,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1240.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1240.mp3,ZS_F2_1240.mp3,.mp3,22181,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1241.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1241.mp3,ZS_F2_1241.mp3,.mp3,15285,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1242.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1242.mp3,ZS_F2_1242.mp3,.mp3,25316,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1243.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1243.mp3,ZS_F2_1243.mp3,.mp3,20509,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1244.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1244.mp3,ZS_F2_1244.mp3,.mp3,17165,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1245.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1245.mp3,ZS_F2_1245.mp3,.mp3,18628,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1246.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1246.mp3,ZS_F2_1246.mp3,.mp3,24898,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1247.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1247.mp3,ZS_F2_1247.mp3,.mp3,22390,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1248.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1248.mp3,ZS_F2_1248.mp3,.mp3,33257,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1249.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1249.mp3,ZS_F2_1249.mp3,.mp3,39108,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1250.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1250.mp3,ZS_F2_1250.mp3,.mp3,23644,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1251.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1251.mp3,ZS_F2_1251.mp3,.mp3,33675,Glossika
C:\Users\Admin\Documents\Language\Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1252.mp3,Glossika\Chinese\Complete Fluency\_derived\anki_build\media\ZS_F2_1252.mp3,ZS_F2_1252.mp3,.mp3,37854,Glossika
